MONEDA; MONTODEUDASOL ;EQUIPO;Fecha Desembolso;Dias desde Desembolso;TEA DESEMBOLSO PROMEDIO (%);TEA OFERTA;NIVEL DE PRIORIDAD;
SOLES;373938;Bex Digital 16;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;526500;Bex Digital 17;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;371455;Bex Digital 3 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;3542281;Bex Digital 11;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;808275;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;314716;Bex Digital 19;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;1104530;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;233061;Bex Digital 20;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;833460;Bex Digital 20;1/4/2020;354;6,73%;5,73%;Prioridad 2;
SOLES;834187;Bex Digital 18;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;526325;Bex Digital 1;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;756655;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;311320;Bex Digital 19;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;529720;Bex Digital 3 ;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;344704;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;245690;Bex Digital 16;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;531848;Bex Digital 15;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;871076;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;732668;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;406056;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;406328;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;216997;Bex Digital 21;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;522184;Bex Digital 13;1/2/2018;1144;7,45%;6,45%;Prioridad 4;
SOLES;1194955;Bex Digital 13;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;666376;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;267686;Bex Digital 19;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;382629;Bex Digital 4 ;1/1/2017;1540;8,65%;7,65%;Prioridad 4;
SOLES;445525;Bex Digital 13;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;557311;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
DOLARES;204440;Bex Digital 16;1/6/2020;293;5,41%;5,00%;Prioridad 4;
SOLES;204563;Bex Digital 7 ;1/1/2017;1540;8,65%;7,65%;Prioridad 4;
SOLES;645434;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;719288;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;286692;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;519063;Bex Digital 1;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;213596;Bex Digital 12;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;340937;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;335564;Bex Digital 17;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;799425;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;341653;Bex Digital 16;1/7/2015;2090;8,35%;7,35%;Prioridad 2;
SOLES;277656;Bex Digital 10;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;226622;Bex Digital 10;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;1300000;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;336331;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;734588;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;278196;Bex Digital 21;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;393141;Bex Digital 9 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;666924;Bex Digital 16;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;307131;Bex Digital 2 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;300178;Bex Digital 12;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;290649;Bex Digital 3 ;1/2/2016;1875;9,18%;8,18%;Prioridad 2;
SOLES;258949;Bex Digital 3 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;276547;Bex Digital 13;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;683639;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;263541;Bex Digital 16;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;330553;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;442525;Bex Digital 19;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;359318;Bex Digital 11;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;213406;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;478764;Bex Digital 9 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;299421;Bex Digital 2 ;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;542911;Bex Digital 18;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;438754;Bex Digital 4 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;645825;Bex Digital 6 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;578372;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;215687;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;506516;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;690711;Bex Digital 15;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;247278;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;226511;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;323964;Bex Digital 19;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;277321;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;258044;Bex Digital 4 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;698916;Bex Digital 12;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;462139;Bex Digital 18;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;428646;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;335433;Bex Digital 20;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;259718;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;261402;Bex Digital 15;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;520676;Bex Digital 5 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;271230;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;352230;Bex Digital 19;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;654314;Bex Digital 17;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;330413;Bex Digital 2 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;441295;Bex Digital 7 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;559524;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;321970;Bex Digital 9 ;1/1/2016;1906;8,94%;7,94%;Prioridad 1;
SOLES;397291;Bex Digital 5 ;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;326883;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;559789;Bex Digital 19;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;351529;Bex Digital 17;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;561410;Bex Digital 4 ;1/10/2017;1267;8,39%;7,39%;Prioridad 4;
SOLES;430989;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;409444;Bex Digital 18;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;974224;Bex Digital 3 ;1/3/2020;385;6,85%;5,85%;Prioridad 2;
SOLES;411962;Bex Digital 13;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;456049;Bex Digital 6 ;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;249101;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;414897;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;271963;Bex Digital 17;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;1171934;Bex Digital 21;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;428961;Bex Digital 1;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;334374;Bex Digital 4 ;1/5/2016;1785;9,46%;8,46%;Prioridad 4;
SOLES;211119;Bex Digital 3 ;1/10/2015;1998;8,31%;7,31%;Prioridad 1;
SOLES;248609;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;398063;Bex Digital 17;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;465777;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;233161;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;634143;Bex Digital 9 ;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;435186;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;230476;Bex Digital 11;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;246235;Bex Digital 1;1/7/2017;1359;8,34%;7,34%;Prioridad 4;
DOLARES;298856;Bex Digital 7 ;1/8/2020;232;5,02%;5,00%;Prioridad 4;
SOLES;273262;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;314609;Bex Digital 15;1/10/2015;1998;8,31%;7,31%;Prioridad 1;
SOLES;340707;Bex Digital 6 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;281505;Bex Digital 18;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;302803;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;1339038;Bex Digital 6 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;269753;Bex Digital 1;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;346666;Bex Digital 4 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;300265;Bex Digital 15;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;382800;Bex Digital 14;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;251412;Bex Digital 17;1/1/2019;810;7,86%;6,86%;Prioridad 3;
SOLES;990962;Bex Digital 6 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;316861;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;519401;Bex Digital 20;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;204575;Bex Digital 14;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;225885;Bex Digital 1;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;289992;Bex Digital 18;1/7/2014;2455;8,62%;7,62%;Prioridad 4;
SOLES;421427;Bex Digital 6 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;428228;Bex Digital 10;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;305020;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;473594;Bex Digital 10;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;460402;Bex Digital 11;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;260607;Bex Digital 4 ;1/5/2016;1785;9,46%;8,46%;Prioridad 4;
SOLES;448377;Bex Digital 1;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;363923;Bex Digital 1;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;324983;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;475921;Bex Digital 20;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;298942;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;246724;Bex Digital 15;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;259551;Bex Digital 20;1/1/2015;2271;8,75%;7,75%;Prioridad 4;
SOLES;931972;Bex Digital 13;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;437819;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;296515;Bex Digital 14;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;469633;Bex Digital 10;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;411998;Bex Digital 20;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;925521;Bex Digital 17;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;360000;Bex Digital 17;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;229389;Bex Digital 9 ;1/10/2017;1267;8,39%;7,39%;Prioridad 4;
SOLES;433553;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;391076;Bex Digital 3 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;251097;Bex Digital 16;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;574772;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
DOLARES;308401;Bex Digital 3 ;1/6/2020;293;5,41%;5,00%;Prioridad 4;
SOLES;471009;Bex Digital 4 ;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;240058;Bex Digital 12;1/5/2015;2151;8,51%;7,51%;Prioridad 4;
SOLES;411360;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;249528;Bex Digital 19;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;377206;Bex Digital 19;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;397855;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;276134;Bex Digital 10;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;271161;Bex Digital 16;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;243207;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;300691;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;1188794;Bex Digital 1;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;417065;Bex Digital 4 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;389618;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;375267;Bex Digital 20;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;256997;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;389310;Bex Digital 2 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;224624;Bex Digital 6 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;601932;Bex Digital 5 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;260770;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;615110;Bex Digital 3 ;1/1/2014;2636;8,91%;7,91%;Prioridad 4;
SOLES;317081;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;543442;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;278169;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;322176;Bex Digital 19;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;742090;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;294425;Bex Digital 11;1/4/2014;2546;8,63%;7,63%;Prioridad 4;
SOLES;376555;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;601761;Bex Digital 12;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;266289;Bex Digital 7 ;1/6/2016;1754;9,77%;8,77%;Prioridad 4;
SOLES;1426277;Bex Digital 12;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;640595;Bex Digital 17;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;391172;Bex Digital 11;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;227307;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;296195;Bex Digital 6 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;668160;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;693735;Bex Digital 19;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;624964;Bex Digital 12;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;285242;Bex Digital 3 ;1/6/2016;1754;9,77%;8,77%;Prioridad 4;
SOLES;322294;Bex Digital 7 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;2514317;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;473619;Bex Digital 3 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;251110;Bex Digital 14;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;295146;Bex Digital 3 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;622828;Bex Digital 3 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;832821;Bex Digital 4 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;263426;Bex Digital 18;1/1/2015;2271;8,75%;7,75%;Prioridad 4;
SOLES;415674;Bex Digital 7 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;814339;Bex Digital 6 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;260953;Bex Digital 14;1/11/2016;1601;8,81%;7,81%;Prioridad 4;
SOLES;232770;Bex Digital 3 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;422785;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;215527;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;975082;Bex Digital 2 ;1/3/2020;385;6,85%;5,85%;Prioridad 2;
SOLES;1562226;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;216606;Bex Digital 11;1/2/2015;2240;8,83%;7,83%;Prioridad 4;
SOLES;847137;Bex Digital 2 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;392208;Bex Digital 16;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;516865;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;318440;Bex Digital 4 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;345137;Bex Digital 3 ;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;850010;Bex Digital 5 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;299405;Bex Digital 13;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;551598;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;918140;Bex Digital 12;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;297373;Bex Digital 13;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;716592;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;263246;Bex Digital 1;1/7/2015;2090;8,35%;7,35%;Prioridad 2;
SOLES;211255;Bex Digital 16;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;777810;Bex Digital 5 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;593363;Bex Digital 9 ;1/11/2016;1601;8,81%;7,81%;Prioridad 4;
SOLES;212374;Bex Digital 1;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;427772;Bex Digital 2 ;1/12/2014;2302;8,77%;7,77%;Prioridad 4;
SOLES;393007;Bex Digital 17;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;667197;Bex Digital 2 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;675323;Bex Digital 7 ;1/9/2015;2028;8,25%;7,25%;Prioridad 1;
SOLES;209979;Bex Digital 3 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;242068;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;402071;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;213443;Bex Digital 4 ;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;565252;Bex Digital 5 ;1/9/2015;2028;8,25%;7,25%;Prioridad 1;
SOLES;420876;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;923903;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;607031;Bex Digital 18;1/7/2017;1359;8,34%;7,34%;Prioridad 4;
SOLES;373873;Bex Digital 9 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;343440;Bex Digital 20;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;371843;Bex Digital 2 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;915000;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;277146;Bex Digital 11;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;357888;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;226585;Bex Digital 3 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;862110;Bex Digital 9 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;203128;Bex Digital 14;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;1243156;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;1570297;Bex Digital 19;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;939417;Bex Digital 16;1/8/2015;2059;8,19%;7,19%;Prioridad 1;
SOLES;1247805;Bex Digital 11;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;395555;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;206210;Bex Digital 21;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;558383;Bex Digital 19;1/5/2015;2151;8,51%;7,51%;Prioridad 4;
SOLES;300000;Bex Digital 9 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;320771;Bex Digital 11;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;538535;Bex Digital 13;1/3/2020;385;6,85%;5,85%;Prioridad 2;
SOLES;294030;Bex Digital 6 ;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;327571;Bex Digital 12;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;237758;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;590503;Bex Digital 15;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;243335;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;419102;Bex Digital 7 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;465764;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;365525;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;350687;Bex Digital 19;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;210367;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;604758;Bex Digital 20;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;371798;Bex Digital 7 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;424520;Bex Digital 10;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;345508;Bex Digital 11;1/1/2014;2636;8,91%;7,91%;Prioridad 4;
SOLES;756643;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;672614;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;219458;Bex Digital 2 ;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;257069;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;910979;Bex Digital 4 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;457601;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;226581;Bex Digital 19;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;270100;Bex Digital 16;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;270429;Bex Digital 2 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;774897;Bex Digital 15;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;274352;Bex Digital 7 ;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;670233;Bex Digital 13;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;622852;Bex Digital 3 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;384694;Bex Digital 4 ;1/10/2014;2363;9,13%;8,13%;Prioridad 4;
SOLES;324366;Bex Digital 3 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;602807;Bex Digital 10;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;895329;Bex Digital 9 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;373136;Bex Digital 15;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;815082;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;210411;Bex Digital 5 ;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;247367;Bex Digital 9 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;223136;Bex Digital 21;1/10/2017;1267;8,39%;7,39%;Prioridad 4;
SOLES;614978;Bex Digital 16;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;208694;Bex Digital 2 ;1/10/2016;1632;9,05%;8,05%;Prioridad 4;
SOLES;276465;Bex Digital 11;1/3/2020;385;6,85%;5,85%;Prioridad 2;
SOLES;683331;Bex Digital 10;1/4/2015;2181;8,62%;7,62%;Prioridad 4;
SOLES;360376;Bex Digital 9 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;304972;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;622041;Bex Digital 6 ;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;239741;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
